name,author_name,author_movement,genre
The Primrose Path,Bram Stoker,Victorian literature,Novel
Humiliated and Insulted,Fyodor Dostoyevsky,Literary realism,Novel
The Shuttered Room and Other Pieces,H. P. Lovecraft,Cosmicism,Memoir
Door Wide Open,Jack Kerouac,Beat Generation,Beat Generation
Old Angel Midnight,Jack Kerouac,Beat Generation,Beat Generation
Banquets of the Black Widowers,Isaac Asimov,Golden Age of Science Fiction,Mystery fiction
Casebook of the Black Widowers,Isaac Asimov,Golden Age of Science Fiction,Mystery fiction
More Tales of the Black Widowers,Isaac Asimov,Golden Age of Science Fiction,Mystery fiction
The Return of the Black Widowers,Isaac Asimov,Golden Age of Science Fiction,Mystery fiction
The Death Dealers,Isaac Asimov,Golden Age of Science Fiction,Mystery fiction
The Union Club Mysteries,Isaac Asimov,Golden Age of Science Fiction,Mystery fiction
The Disappearing Man and Other Mysteries,Isaac Asimov,Golden Age of Science Fiction,Mystery fiction
The Key Word and Other Mysteries,Isaac Asimov,Golden Age of Science Fiction,Mystery fiction
Strange Wine,Harlan Ellison,New Wave science fiction,Speculative fiction
Madame Bovary,Gustave Flaubert,Romanticism,Literary realism
Netochka Nezvanova (novel),Fyodor Dostoyevsky,Literary realism,Novel
Madame Bovary,Gustave Flaubert,Realism (arts),Literary realism
Hunger (Hamsun novel),Knut Hamsun,Neo-romanticism,Philosophical fiction
Hunger (Hamsun novel),Knut Hamsun,Literary realism,Philosophical fiction
Hunger (Hamsun novel),Knut Hamsun,Neo-romanticism,Psychological novel
Hunger (Hamsun novel),Knut Hamsun,Literary realism,Psychological novel
Tracks (novel),Louise Erdrich,Native American Renaissance,Literary fiction
Tracks (novel),Louise Erdrich,Postmodern literature,Literary fiction
Take a Girl Like You,Kingsley Amis,Angry young men,Comic novel
On Overgrown Paths,Knut Hamsun,Neo-romanticism,Diary
On Overgrown Paths,Knut Hamsun,Literary realism,Diary
Victoria (novel),Knut Hamsun,Neo-romanticism,Fiction
Victoria (novel),Knut Hamsun,Literary realism,Fiction
Caverns (novel),Ken Kesey,Merry Pranksters,Collaborative fiction
The Alteration,Kingsley Amis,Angry young men,Alternate history
The Letters of Kingsley Amis,Kingsley Amis,Angry young men,Letter (message)
Jacklight,Louise Erdrich,Native American Renaissance,Poetry
Jacklight,Louise Erdrich,Postmodern literature,Poetry
The Golden Age of Science Fiction (anthology),Kingsley Amis,Angry young men,Science fiction
Colonel Sun,Kingsley Amis,Angry young men,Spy fiction
Love Medicine,Louise Erdrich,Postmodern literature,Novel
Love Medicine,Louise Erdrich,Native American Renaissance,Novel
Tracks (novel),Louise Erdrich,Native American Renaissance,Family saga
Tracks (novel),Louise Erdrich,Postmodern literature,Family saga
The Book of Bond,Kingsley Amis,Angry young men,Comedy
Black Vulmea's Vengeance,Robert E. Howard,Weird fiction,Adventure fiction
Post Oaks & Sand Roughs,Robert E. Howard,Weird fiction,Adventure fiction
Black Vulmea's Vengeance,Robert E. Howard,Sword and sorcery,Adventure fiction
Post Oaks & Sand Roughs,Robert E. Howard,Sword and sorcery,Adventure fiction
The Sea-Wolf,Jack London,Naturalism (literature),Adventure fiction
The Abysmal Brute,Jack London,Naturalism (literature),Adventure fiction
White Fang,Jack London,Naturalism (literature),Adventure fiction
The Sea-Wolf,Jack London,Realism (arts),Adventure fiction
The Abysmal Brute,Jack London,Realism (arts),Adventure fiction
White Fang,Jack London,Realism (arts),Adventure fiction
The Man Without Qualities,Robert Musil,Modernism,Philosophical fiction
VALIS,Philip K. Dick,Postmodernism,Philosophical fiction
The Sea-Wolf,Jack London,Naturalism (literature),Psychological novel
The Sea-Wolf,Jack London,Realism (arts),Psychological novel
Jack London's San Francisco Stories,Jack London,Naturalism (literature),American literature
Jack London's San Francisco Stories,Jack London,Realism (arts),American literature
Black Colossus (collection),Robert E. Howard,Weird fiction,Fantasy
Queen of the Black Coast (collection),Robert E. Howard,Weird fiction,Fantasy
"The Conan Chronicles, 1",Robert E. Howard,Weird fiction,Fantasy
The Devil in Iron (collection),Robert E. Howard,Weird fiction,Fantasy
Rogues in the House (collection),Robert E. Howard,Weird fiction,Fantasy
The Tower of the Elephant (collection),Robert E. Howard,Weird fiction,Fantasy
Marchers of Valhalla,Robert E. Howard,Weird fiction,Fantasy
Red Shadows (collection),Robert E. Howard,Weird fiction,Fantasy
Tigers of the Sea,Robert E. Howard,Weird fiction,Fantasy
Worms of the Earth (collection),Robert E. Howard,Weird fiction,Fantasy
The Pool of the Black One (collection),Robert E. Howard,Weird fiction,Fantasy
Black Colossus (collection),Robert E. Howard,Sword and sorcery,Fantasy
Queen of the Black Coast (collection),Robert E. Howard,Sword and sorcery,Fantasy
"The Conan Chronicles, 1",Robert E. Howard,Sword and sorcery,Fantasy
The Devil in Iron (collection),Robert E. Howard,Sword and sorcery,Fantasy
Rogues in the House (collection),Robert E. Howard,Sword and sorcery,Fantasy
The Tower of the Elephant (collection),Robert E. Howard,Sword and sorcery,Fantasy
Marchers of Valhalla,Robert E. Howard,Sword and sorcery,Fantasy
Red Shadows (collection),Robert E. Howard,Sword and sorcery,Fantasy
Tigers of the Sea,Robert E. Howard,Sword and sorcery,Fantasy
Worms of the Earth (collection),Robert E. Howard,Sword and sorcery,Fantasy
The Pool of the Black One (collection),Robert E. Howard,Sword and sorcery,Fantasy
Almuric,Robert E. Howard,Weird fiction,List of science fiction novels
The Final Programme,Michael Moorcock,New Wave science fiction,List of science fiction novels
The Fireclown,Michael Moorcock,New Wave science fiction,List of science fiction novels
"Dr. Bloodmoney, or How We Got Along After the Bomb",Philip K. Dick,Postmodernism,List of science fiction novels
The Cosmic Puppets,Philip K. Dick,Postmodernism,List of science fiction novels
The Divine Invasion,Philip K. Dick,Postmodernism,List of science fiction novels
Almuric,Robert E. Howard,Sword and sorcery,List of science fiction novels
The Pale King,David Foster Wallace,Hysterical realism,Literary fiction
The Chinese Agent,Michael Moorcock,New Wave science fiction,Comic novel
The Brothel in Rosenstrasse,Michael Moorcock,New Wave science fiction,Romance novel
Eugene Onegin,Alexander Pushkin,Romanticism,Verse (poetry)
Eugene Onegin,Alexander Pushkin,Literary realism,Verse (poetry)
The Pale King,David Foster Wallace,Hysterical realism,Metamodernism
La Rabouilleuse,Honor� de Balzac,Literary realism,Fiction
Poltava (poem),Alexander Pushkin,Romanticism,Narrative poetry
The Bronze Horseman (poem),Alexander Pushkin,Romanticism,Narrative poetry
Poltava (poem),Alexander Pushkin,Literary realism,Narrative poetry
The Bronze Horseman (poem),Alexander Pushkin,Literary realism,Narrative poetry
Memoirs of an Egotist,Stendhal,Romanticism,Autobiography
The Life of Henry Brulard,Stendhal,Romanticism,Autobiography
Memoirs of an Egotist,Stendhal,Realism (arts),Autobiography
The Life of Henry Brulard,Stendhal,Realism (arts),Autobiography
The Ambidextrous Universe,Martin Gardner,Scientific skepticism,Non-fiction
A Supposedly Fun Thing I'll Never Do Again,David Foster Wallace,Hysterical realism,Non-fiction
Echoes from an Iron Harp,Robert E. Howard,Weird fiction,Poetry
Red Shadows (collection),Robert E. Howard,Weird fiction,Poetry
Shadows of Dreams (collection),Robert E. Howard,Weird fiction,Poetry
Always Comes Evening,Robert E. Howard,Weird fiction,Poetry
Echoes from an Iron Harp,Robert E. Howard,Sword and sorcery,Poetry
Red Shadows (collection),Robert E. Howard,Sword and sorcery,Poetry
Shadows of Dreams (collection),Robert E. Howard,Sword and sorcery,Poetry
Always Comes Evening,Robert E. Howard,Sword and sorcery,Poetry
The Broom of the System,David Foster Wallace,Hysterical realism,Postmodernism
VALIS,Philip K. Dick,Postmodernism,Postmodernism
Seveneves,Neal Stephenson,Cyberpunk derivatives,Science fiction
Anathem,Neal Stephenson,Cyberpunk derivatives,Science fiction
Seveneves,Neal Stephenson,Maximalism,Science fiction
Anathem,Neal Stephenson,Maximalism,Science fiction
Seveneves,Neal Stephenson,Cyberpunk,Science fiction
Anathem,Neal Stephenson,Cyberpunk,Science fiction
"Robots, Androids, and Mechanical Oddities",Philip K. Dick,Postmodernism,Science fiction
The Father-Thing (collection),Philip K. Dick,Postmodernism,Science fiction
The Collected Stories of Philip K. Dick,Philip K. Dick,Postmodernism,Science fiction
The Iron Man & Other Tales of the Ring,Robert E. Howard,Weird fiction,Short story
The Iron Man & Other Tales of the Ring,Robert E. Howard,Sword and sorcery,Short story
The Chinese Agent,Michael Moorcock,New Wave science fiction,Spy fiction
Hawks of Outremer (collection),Robert E. Howard,Weird fiction,Historical fiction
The Road of Azrael,Robert E. Howard,Weird fiction,Historical fiction
The Heart of Midlothian,Walter Scott,Romanticism,Historical fiction
The Siege of Malta (novel),Walter Scott,Romanticism,Historical fiction
The Monastery,Walter Scott,Romanticism,Historical fiction
Peveril of the Peak,Walter Scott,Romanticism,Historical fiction
Redgauntlet,Walter Scott,Romanticism,Historical fiction
The Fair Maid of Perth,Walter Scott,Romanticism,Historical fiction
The Fortunes of Nigel,Walter Scott,Romanticism,Historical fiction
Castle Dangerous,Walter Scott,Romanticism,Historical fiction
Hawks of Outremer (collection),Robert E. Howard,Sword and sorcery,Historical fiction
The Road of Azrael,Robert E. Howard,Sword and sorcery,Historical fiction
Conan (collection),Robert E. Howard,Weird fiction,Sword and sorcery
Conan the Adventurer (collection),Robert E. Howard,Weird fiction,Sword and sorcery
The Sword of Conan,Robert E. Howard,Weird fiction,Sword and sorcery
The Conquering Sword of Conan,Robert E. Howard,Weird fiction,Sword and sorcery
Conan the Barbarian (1955 collection),Robert E. Howard,Weird fiction,Sword and sorcery
Conan the Barbarian (2011 collection),Robert E. Howard,Weird fiction,Sword and sorcery
The Treasure of Tranicos (collection),Robert E. Howard,Weird fiction,Sword and sorcery
Red Nails (collection),Robert E. Howard,Weird fiction,Sword and sorcery
Conan (collection),Robert E. Howard,Sword and sorcery,Sword and sorcery
Conan the Adventurer (collection),Robert E. Howard,Sword and sorcery,Sword and sorcery
The Sword of Conan,Robert E. Howard,Sword and sorcery,Sword and sorcery
The Conquering Sword of Conan,Robert E. Howard,Sword and sorcery,Sword and sorcery
Conan the Barbarian (1955 collection),Robert E. Howard,Sword and sorcery,Sword and sorcery
Conan the Barbarian (2011 collection),Robert E. Howard,Sword and sorcery,Sword and sorcery
The Treasure of Tranicos (collection),Robert E. Howard,Sword and sorcery,Sword and sorcery
Red Nails (collection),Robert E. Howard,Sword and sorcery,Sword and sorcery
The Unnamable (novel),Samuel Beckett,Modernism,Novel
Gather Yourselves Together,Philip K. Dick,Postmodernism,Novel
Nicholas and the Higs,Philip K. Dick,Postmodernism,Novel
Pilgrim on the Hill,Philip K. Dick,Postmodernism,Novel
The Broken Bubble,Philip K. Dick,Postmodernism,Novel
Eugene Onegin,Alexander Pushkin,Romanticism,Novel
The Man Who Laughs,Victor Hugo,Romanticism,Novel
Eugene Onegin,Alexander Pushkin,Literary realism,Novel
Le Contrat de mariage,Honor� de Balzac,Literary realism,Novel
Mayhem on Bear Creek,Robert E. Howard,Weird fiction,Western fiction
The Pride of Bear Creek,Robert E. Howard,Weird fiction,Western fiction
Mayhem on Bear Creek,Robert E. Howard,Sword and sorcery,Western fiction
The Pride of Bear Creek,Robert E. Howard,Sword and sorcery,Western fiction
"Teleny, or The Reverse of the Medal",Oscar Wilde,Aestheticism,Pornography
The War Hound and the World's Pain,Michael Moorcock,New Wave science fiction,Fantasy literature
The Runestaff,Michael Moorcock,New Wave science fiction,Fantasy literature
The Jewel in the Skull,Michael Moorcock,New Wave science fiction,Fantasy literature
The Sword of the Dawn,Michael Moorcock,New Wave science fiction,Fantasy literature
The Picture of Dorian Gray,Oscar Wilde,Aestheticism,Philosophical fiction
A Scanner Darkly,Philip K. Dick,Postmodernism,Philosophical fiction
Radio Free Albemuth,Philip K. Dick,Postmodernism,Dystopia
Leviathan (Auster novel),Paul Auster,Postmodernism,Crime fiction
Moon Palace,Paul Auster,Postmodernism,Picaresque novel
The Purcell Papers (1975 book),Sheridan Le Fanu,Dark romanticism,Fantasy
The Complete Chronicles of Conan,Robert E. Howard,Weird fiction,Fantasy
Red Nails,Robert E. Howard,Weird fiction,Fantasy
A Handful of Darkness,Philip K. Dick,Postmodernism,Fantasy
The Cobweb (novel),Neal Stephenson,Cyberpunk derivatives,List of science fiction novels
The Big U,Neal Stephenson,Cyberpunk derivatives,List of science fiction novels
The Diamond Age,Neal Stephenson,Cyberpunk derivatives,List of science fiction novels
The Cobweb (novel),Neal Stephenson,Maximalism,List of science fiction novels
The Big U,Neal Stephenson,Maximalism,List of science fiction novels
The Diamond Age,Neal Stephenson,Maximalism,List of science fiction novels
The Cobweb (novel),Neal Stephenson,Cyberpunk,List of science fiction novels
The Big U,Neal Stephenson,Cyberpunk,List of science fiction novels
The Diamond Age,Neal Stephenson,Cyberpunk,List of science fiction novels
The Steel Tsar,Michael Moorcock,New Wave science fiction,List of science fiction novels
The Black Corridor,Michael Moorcock,New Wave science fiction,List of science fiction novels
The Dancers at the End of Time,Michael Moorcock,New Wave science fiction,List of science fiction novels
Counter-Clock World,Philip K. Dick,Postmodernism,List of science fiction novels
Deus Irae,Philip K. Dick,Postmodernism,List of science fiction novels
The Crack in Space,Philip K. Dick,Postmodernism,List of science fiction novels
A Maze of Death,Philip K. Dick,Postmodernism,List of science fiction novels
The Simulacra,Philip K. Dick,Postmodernism,List of science fiction novels
A Scanner Darkly,Philip K. Dick,Postmodernism,List of science fiction novels
The Man Who Japed,Philip K. Dick,Postmodernism,List of science fiction novels
Clans of the Alphane Moon,Philip K. Dick,Postmodernism,List of science fiction novels
The Game-Players of Titan,Philip K. Dick,Postmodernism,List of science fiction novels
Vulcan's Hammer,Philip K. Dick,Postmodernism,List of science fiction novels
Dr. Futurity,Philip K. Dick,Postmodernism,List of science fiction novels
The Zap Gun,Philip K. Dick,Postmodernism,List of science fiction novels
Nick and the Glimmung,Philip K. Dick,Postmodernism,List of science fiction novels
Infinite Jest,David Foster Wallace,Hysterical realism,Hysterical realism
The Entropy Tango,Michael Moorcock,New Wave science fiction,Literary fiction
Jerusalem Commands,Michael Moorcock,New Wave science fiction,Literary fiction
Breakfast in the Ruins,Michael Moorcock,New Wave science fiction,Literary fiction
Firing the Cathedral,Michael Moorcock,New Wave science fiction,Literary fiction
Snow Crash,Neal Stephenson,Cyberpunk derivatives,Cyberpunk derivatives
The Diamond Age,Neal Stephenson,Cyberpunk derivatives,Cyberpunk derivatives
Snow Crash,Neal Stephenson,Maximalism,Cyberpunk derivatives
The Diamond Age,Neal Stephenson,Maximalism,Cyberpunk derivatives
Snow Crash,Neal Stephenson,Cyberpunk,Cyberpunk derivatives
The Diamond Age,Neal Stephenson,Cyberpunk,Cyberpunk derivatives
Infinite Jest,David Foster Wallace,Hysterical realism,Tragicomedy
Mr. Vertigo,Paul Auster,Postmodernism,Absurdist fiction
Interface (novel),Neal Stephenson,Cyberpunk derivatives,Thriller (genre)
Interface (novel),Neal Stephenson,Maximalism,Thriller (genre)
Interface (novel),Neal Stephenson,Cyberpunk,Thriller (genre)
Infinite Jest,David Foster Wallace,Hysterical realism,Metamodernism
A Scanner Darkly,Philip K. Dick,Postmodernism,Paranoid fiction
Infinite Jest,David Foster Wallace,Hysterical realism,Encyclopedic novel
The Journal of Sir Walter Scott,Walter Scott,Romanticism,Diary
The Man in the High Castle,Philip K. Dick,Postmodernism,Alternate history
Snow Crash,Neal Stephenson,Cyberpunk derivatives,Cyberpunk
Snow Crash,Neal Stephenson,Maximalism,Cyberpunk
Snow Crash,Neal Stephenson,Cyberpunk,Cyberpunk
Rokeby (poem),Walter Scott,Romanticism,Epic poetry
The Purcell Papers (1975 book),Sheridan Le Fanu,Dark romanticism,Horror fiction
Singers in the Shadows,Robert E. Howard,Weird fiction,Poetry
The New York Trilogy,Paul Auster,Postmodernism,Postmodernism
The Last Day of a Condemned Man,Victor Hugo,Romanticism,Romanticism
Infinite Jest,David Foster Wallace,Hysterical realism,Satire
Snow Crash,Neal Stephenson,Cyberpunk derivatives,Science fiction
Snow Crash,Neal Stephenson,Maximalism,Science fiction
Snow Crash,Neal Stephenson,Cyberpunk,Science fiction
The Lives and Times of Jerry Cornelius,Michael Moorcock,New Wave science fiction,Science fiction
We Can Remember It for You Wholesale (collection),Philip K. Dick,Postmodernism,Science fiction
The Variable Man (collection),Philip K. Dick,Postmodernism,Science fiction
A Handful of Darkness,Philip K. Dick,Postmodernism,Science fiction
Eye in the Sky (novel),Philip K. Dick,Postmodernism,Science fiction
Paycheck (collection),Philip K. Dick,Postmodernism,Science fiction
The Book of Philip K. Dick,Philip K. Dick,Postmodernism,Science fiction
Vintage PKD,Philip K. Dick,Postmodernism,Science fiction
Our Friends from Frolix 8,Philip K. Dick,Postmodernism,Science fiction
The Unteleported Man,Philip K. Dick,Postmodernism,Science fiction
Minority Report (2002 collection),Philip K. Dick,Postmodernism,Science fiction
The Minority Report (collection),Philip K. Dick,Postmodernism,Science fiction
Brief Interviews with Hideous Men,David Foster Wallace,Hysterical realism,Short story
The Dancers at the End of Time,Michael Moorcock,New Wave science fiction,Short story
In the Country of Last Things,Paul Auster,Postmodernism,Utopian and dystopian fiction
The Confusion,Neal Stephenson,Cyberpunk derivatives,Historical fiction
Quicksilver (novel),Neal Stephenson,Cyberpunk derivatives,Historical fiction
The Confusion,Neal Stephenson,Maximalism,Historical fiction
Quicksilver (novel),Neal Stephenson,Maximalism,Historical fiction
The Confusion,Neal Stephenson,Cyberpunk,Historical fiction
Quicksilver (novel),Neal Stephenson,Cyberpunk,Historical fiction
Old Mortality,Walter Scott,Romanticism,Historical fiction
The Betrothed (Manzoni novel),Alessandro Manzoni,Romanticism,Historical fiction
Waverley (novel),Walter Scott,Romanticism,Historical fiction
A Legend of Montrose,Walter Scott,Romanticism,Historical fiction
The Talisman (Scott novel),Walter Scott,Romanticism,Historical fiction
Woodstock (novel),Walter Scott,Romanticism,Historical fiction
The Captain's Daughter,Alexander Pushkin,Romanticism,Historical fiction
Anne of Geierstein,Walter Scott,Romanticism,Historical fiction
Kenilworth (novel),Walter Scott,Romanticism,Historical fiction
The Abbot,Walter Scott,Romanticism,Historical fiction
The Conan Chronicles,Robert E. Howard,Weird fiction,Sword and sorcery
The Flame Knife,Robert E. Howard,Weird fiction,Sword and sorcery
Conan of Cimmeria,Robert E. Howard,Weird fiction,Sword and sorcery
The Bloody Crown of Conan,Robert E. Howard,Weird fiction,Sword and sorcery
The Conan Chronicles 2,Robert E. Howard,Weird fiction,Sword and sorcery
Interface (novel),Neal Stephenson,Cyberpunk derivatives,Novel
Interface (novel),Neal Stephenson,Maximalism,Novel
"Teleny, or The Reverse of the Medal",Oscar Wilde,Aestheticism,Novel
Interface (novel),Neal Stephenson,Cyberpunk,Novel
Molloy (novel),Samuel Beckett,Modernism,Novel
Puttering About in a Small Land,Philip K. Dick,Postmodernism,Novel
Dubrovsky (novel),Alexander Pushkin,Romanticism,Novel
Toilers of the Sea,Victor Hugo,Romanticism,Novel
Rokeby (poem),Walter Scott,Romanticism,Verse novel
The Music of Chance,Paul Auster,Postmodernism,Mystery fiction
The New York Trilogy,Paul Auster,Postmodernism,Mystery fiction
Cryptonomicon,Neal Stephenson,Cyberpunk derivatives,Speculative fiction
Cryptonomicon,Neal Stephenson,Maximalism,Speculative fiction
Cryptonomicon,Neal Stephenson,Cyberpunk,Speculative fiction
A Gent from Bear Creek,Robert E. Howard,Weird fiction,Western fiction
The Call of the Wild,Jack London,Realism (arts),Adventure fiction
The Cruise of the Dazzler,Jack London,Naturalism (literature),Adventure fiction
The Call of the Wild,Jack London,Naturalism (literature),Adventure fiction
The Cruise of the Dazzler,Jack London,Realism (arts),Adventure fiction
Bizarro (novel),Walter Scott,Romanticism,Picaresque novel
The Complete Chronicles of Conan,Robert E. Howard,Sword and sorcery,Fantasy
Red Nails,Robert E. Howard,Sword and sorcery,Fantasy
The Kempton-Wace Letters,Jack London,Naturalism (literature),Epistolary novel
The Kempton-Wace Letters,Jack London,Realism (arts),Epistolary novel
Singers in the Shadows,Robert E. Howard,Sword and sorcery,Poetry
Nadja (novel),Andr� Breton,Surrealism,Surrealism
Les Champs Magn�tiques,Andr� Breton,Surrealism,Surrealism
The Iron Heel,Jack London,Realism (arts),Utopian and dystopian fiction
The Iron Heel,Jack London,Naturalism (literature),Utopian and dystopian fiction
The Captain's Daughter,Alexander Pushkin,Literary realism,Historical fiction
The Black Dwarf (novel),Walter Scott,Romanticism,Historical fiction
Conan of Cimmeria,Robert E. Howard,Sword and sorcery,Sword and sorcery
The Conan Chronicles 2,Robert E. Howard,Sword and sorcery,Sword and sorcery
The Conan Chronicles,Robert E. Howard,Sword and sorcery,Sword and sorcery
The Bloody Crown of Conan,Robert E. Howard,Sword and sorcery,Sword and sorcery
The Flame Knife,Robert E. Howard,Sword and sorcery,Sword and sorcery
Dubrovsky (novel),Alexander Pushkin,Literary realism,Novel
A Gent from Bear Creek,Robert E. Howard,Sword and sorcery,Western fiction
The History of the Runestaff,Michael Moorcock,New Wave science fiction,Fantasy literature
The Eternal Champion (novel),Michael Moorcock,New Wave science fiction,Fantasy literature
Murphy (novel),Samuel Beckett,Modernism,Philosophical fiction
The Three Stigmata of Palmer Eldritch,Philip K. Dick,Postmodernism,Philosophical fiction
Ubik,Philip K. Dick,Postmodernism,Philosophical fiction
The Transmigration of Timothy Archer,Philip K. Dick,Postmodernism,Philosophical fiction
Selected Stories of Philip K. Dick,Philip K. Dick,Postmodernism,Philosophical fiction
The Red and the Black,Stendhal,Romanticism,Psychological novel
The Red and the Black,Stendhal,Realism (arts),Psychological novel
Green Tea and Other Ghost Stories,Sheridan Le Fanu,Dark romanticism,Fantasy
The People of the Black Circle,Robert E. Howard,Weird fiction,Fantasy
The Essential Conan,Robert E. Howard,Weird fiction,Fantasy
Skull-Face and Others,Robert E. Howard,Weird fiction,Fantasy
The Dark Man and Others,Robert E. Howard,Weird fiction,Fantasy
"The Conan Chronicles, 2",Robert E. Howard,Weird fiction,Fantasy
Kull (collection),Robert E. Howard,Weird fiction,Fantasy
The People of the Black Circle,Robert E. Howard,Sword and sorcery,Fantasy
The Essential Conan,Robert E. Howard,Sword and sorcery,Fantasy
Skull-Face and Others,Robert E. Howard,Sword and sorcery,Fantasy
The Dark Man and Others,Robert E. Howard,Sword and sorcery,Fantasy
"The Conan Chronicles, 2",Robert E. Howard,Sword and sorcery,Fantasy
Kull (collection),Robert E. Howard,Sword and sorcery,Fantasy
The Land Leviathan,Michael Moorcock,New Wave science fiction,List of science fiction novels
Behold the Man (novel),Michael Moorcock,New Wave science fiction,List of science fiction novels
The Ganymede Takeover,Philip K. Dick,Postmodernism,List of science fiction novels
Solar Lottery,Philip K. Dick,Postmodernism,List of science fiction novels
The Three Stigmata of Palmer Eldritch,Philip K. Dick,Postmodernism,List of science fiction novels
"Flow My Tears, the Policeman Said",Philip K. Dick,Postmodernism,List of science fiction novels
Now Wait for Last Year,Philip K. Dick,Postmodernism,List of science fiction novels
Galactic Pot-Healer,Philip K. Dick,Postmodernism,List of science fiction novels
We Can Build You,Philip K. Dick,Postmodernism,List of science fiction novels
The Penultimate Truth,Philip K. Dick,Postmodernism,List of science fiction novels
Travels in the Scriptorium,Paul Auster,Postmodernism,Metafiction
The English Assassin: A Romance of Entropy,Michael Moorcock,New Wave science fiction,Literary fiction
The Vengeance of Rome,Michael Moorcock,New Wave science fiction,Literary fiction
A Cure for Cancer,Michael Moorcock,New Wave science fiction,Literary fiction
Murphy (novel),Samuel Beckett,Modernism,Tragicomedy
The Transmigration of Timothy Archer,Philip K. Dick,Postmodernism,Postmodern literature
Murphy (novel),Samuel Beckett,Modernism,Absurdist fiction
Ivanhoe,Walter Scott,Romanticism,Chivalric romance
"Flow My Tears, the Policeman Said",Philip K. Dick,Postmodernism,Paranoid fiction
Ursule Mirou�t,Honor� de Balzac,Literary realism,Fiction
Warlord of the Air,Michael Moorcock,New Wave science fiction,Alternate history
The Red and the Black,Stendhal,Romanticism,Bildungsroman
The Red and the Black,Stendhal,Realism (arts),Bildungsroman
Moralia,Plutarch,Ancient Greek literature,Essay
The Dark Haired Girl,Philip K. Dick,Postmodernism,Essay
Moralia,Plutarch,Middle Platonism,Essay
Uncle Silas,Sheridan Le Fanu,Dark romanticism,Gothic fiction
Carmilla,Sheridan Le Fanu,Dark romanticism,Gothic fiction
In a Glass Darkly,Sheridan Le Fanu,Dark romanticism,Gothic fiction
The Hunchback of Notre-Dame,Victor Hugo,Romanticism,Gothic fiction
Green Tea and Other Ghost Stories,Sheridan Le Fanu,Dark romanticism,Horror fiction
Skull-Face and Others,Robert E. Howard,Weird fiction,Horror fiction
The Dark Man and Others,Robert E. Howard,Weird fiction,Horror fiction
Skull-Face and Others,Robert E. Howard,Sword and sorcery,Horror fiction
The Dark Man and Others,Robert E. Howard,Sword and sorcery,Horror fiction
Martin Eden,Jack London,Naturalism (literature),K�nstlerroman
Martin Eden,Jack London,Realism (arts),K�nstlerroman
The Dark Haired Girl,Philip K. Dick,Postmodernism,Letter (message)
Fads and Fallacies in the Name of Science,Martin Gardner,Scientific skepticism,Non-fiction
The Dark Haired Girl,Philip K. Dick,Postmodernism,Poetry
The Hunchback of Notre-Dame,Victor Hugo,Romanticism,Romanticism
Time Out of Joint,Philip K. Dick,Postmodernism,Science fiction
Ubik,Philip K. Dick,Postmodernism,Science fiction
The Little Black Box (collection),Philip K. Dick,Postmodernism,Science fiction
The World Jones Made,Philip K. Dick,Postmodernism,Science fiction
Beyond Lies the Wub (collection),Philip K. Dick,Postmodernism,Science fiction
I Hope I Shall Arrive Soon (collection),Philip K. Dick,Postmodernism,Science fiction
Second Variety (1989 collection),Philip K. Dick,Postmodernism,Science fiction
Second Variety (1991 collection),Philip K. Dick,Postmodernism,Science fiction
Selected Stories of Philip K. Dick,Philip K. Dick,Postmodernism,Science fiction
The Best of Philip K. Dick,Philip K. Dick,Postmodernism,Science fiction
The Days of Perky Pat (collection),Philip K. Dick,Postmodernism,Science fiction
The Eye of the Sibyl (collection),Philip K. Dick,Postmodernism,Science fiction
The Philip K. Dick Reader,Philip K. Dick,Postmodernism,Science fiction
The Preserving Machine,Philip K. Dick,Postmodernism,Science fiction
The Short Happy Life of the Brown Oxford (collection),Philip K. Dick,Postmodernism,Science fiction
Nameless Cults (story collection),Robert E. Howard,Weird fiction,Short story
Nameless Cults (story collection),Robert E. Howard,Sword and sorcery,Short story
Warlord of the Air,Michael Moorcock,New Wave science fiction,Steampunk
The Three Stigmata of Palmer Eldritch,Philip K. Dick,Postmodernism,Utopian and dystopian fiction
The System of the World (novel),Neal Stephenson,Cyberpunk derivatives,Historical fiction
The System of the World (novel),Neal Stephenson,Maximalism,Historical fiction
The System of the World (novel),Neal Stephenson,Cyberpunk,Historical fiction
Ivanhoe,Walter Scott,Romanticism,Historical fiction
Quentin Durward,Walter Scott,Romanticism,Historical fiction
Rob Roy (novel),Walter Scott,Romanticism,Historical fiction
The Pirate (novel),Walter Scott,Romanticism,Historical fiction
The Betrothed (Scott novel),Walter Scott,Romanticism,Historical fiction
The Bride of Lammermoor,Walter Scott,Romanticism,Historical fiction
The Antiquary,Walter Scott,Romanticism,Historical fiction
Guy Mannering,Walter Scott,Romanticism,Historical fiction
Conan the Warrior,Robert E. Howard,Weird fiction,Sword and sorcery
The Hour of the Dragon,Robert E. Howard,Weird fiction,Sword and sorcery
Conan the Avenger,Robert E. Howard,Weird fiction,Sword and sorcery
The Coming of Conan the Cimmerian,Robert E. Howard,Weird fiction,Sword and sorcery
King Conan,Robert E. Howard,Weird fiction,Sword and sorcery
The Coming of Conan,Robert E. Howard,Weird fiction,Sword and sorcery
The People of the Black Circle (collection),Robert E. Howard,Weird fiction,Sword and sorcery
Conan the Warrior,Robert E. Howard,Sword and sorcery,Sword and sorcery
